0.0, 0.0
0.005, 0.0
0.01, 2.3076563625231865e-05
0.015, 9.053694281782909e-05
0.02, 0.00022042322311271111
0.025, 0.0004261949887679429
0.03, 0.0007156596125566144
0.035, 0.0010902074470997593
0.04, 0.001544394707003946
0.045, 0.0020659003264826515
0.05, 0.0026358652856326237
0.055, 0.0032296046065786554
0.06, 0.003817664237974166
0.065, 0.004367178171557336
0.07, 0.004843466121597034
0.075, 0.005211799624445887
0.08, 0.005439255052904231
0.085, 0.005496566230555546
0.09, 0.005359887367332426
0.095, 0.005012379049679128
0.1, 0.004445535968398508
0.105, 0.003660184747930188
0.11, 0.0026670932848584126
0.115, 0.001487148896561311
0.12, 0.0001510806821749869
0.125, -0.0013012789345040465
0.13, -0.002822178290061449
0.135, -0.004357540982129262
0.14, -0.005848916604113792
0.145, -0.007235716438952058
0.15, -0.008457648375757203
0.155, -0.009457254143035033
0.16, -0.010182444605177355
0.165, -0.010588925727785322
0.17, -0.010642409097456385
0.17500000000000002, -0.01032050662018667
0.18, -0.00961421907457366
0.185, -0.008528942237862604
0.19, -0.007084931842691308
0.195, -0.005317189017545829
0.2, -0.003274750344795918
0.20500000000000002, -0.0010193903690996788
0.21, 0.0013762316263470247
0.215, 0.0038309254484366994
0.22, 0.006257747616539793
0.225, 0.008567106813198977
0.23, 0.010670085392110156
0.23500000000000001, 0.012481853416893327
0.24, 0.01392504455244198
0.245, 0.014932960964572115
0.25, 0.0154524773955722
0.255, 0.015446522765209792
0.26, 0.01489603078782085
0.265, 0.013801268787228099
0.27, 0.012182475538002792
0.275, 0.010079763804417394
0.28, 0.0075522703894331045
0.28500000000000003, 0.004676564941602854
0.29, 0.0015443574256608758
0.295, -0.001740428057603929
0.3, -0.005065119601482436
0.305, -0.008312187653198036
0.31, -0.01136342379359222
0.315, -0.014104258767835082
0.32, -0.01642806160420744
0.325, -0.018240258669236814
0.33, -0.019462114551278553
0.335, -0.020034025742740793
0.34, -0.01991819297616867
0.34500000000000003, -0.01910055830983933
0.35000000000000003, -0.017591917992376156
0.355, -0.015428150912422679
0.36, -0.012669534048348554
0.365, -0.009399149640143475
0.37, -0.005720422593905223
0.375, -0.001753859642960258
0.38, 0.0023669072189046376
0.385, 0.0064996427398844245
0.39, 0.010498442085934031
0.395, 0.014218904212955942
0.4, 0.017523360767720885
0.405, 0.02028597073925246
0.41000000000000003, 0.022397492372413792
0.41500000000000004, 0.023769552115206885
0.42, 0.02433824541247664
0.425, 0.024066925538683306
0.43, 0.022948063697054027
0.435, 0.021004095398037815
0.44, 0.018287203573616656
0.445, 0.014878026741232538
0.45, 0.010883319449827336
0.455, 0.006432630809516818
0.46, 0.001674103706531116
0.465, -0.003230469038718052
0.47000000000000003, -0.00811116607975508
0.47500000000000003, -0.012795847353933645
0.48, -0.01711624596331021
0.485, -0.020914025860082303
0.49, -0.024046586834431567
0.495, -0.026392403960990685
0.5, -0.02785570212132906
0.505, -0.02837028710655705
0.51, -0.027902382463275623
0.515, -0.026452354769030635
0.52, -0.024055248275954667
0.525, -0.020780091522109162
0.53, -0.01672798211662651
0.535, -0.012028999904792115
0.54, -0.006838041526024531
0.545, -0.0013297094275397364
0.55, 0.004307575794430012
0.555, 0.009878040634541766
0.56, 0.015185378941692824
0.5650000000000001, 0.0200396888684999
0.5700000000000001, 0.024264280743918284
0.5750000000000001, 0.02770211140788764
0.58, 0.03022161063928819
0.585, 0.031721683937924794
0.59, 0.03213570252332178
0.595, 0.03143432512935035
0.6, 0.02962703587929786
0.605, 0.026762326867354427
0.61, 0.022926501513613255
0.615, 0.018241123635448168
0.62, 0.012859185752948444
0.625, 0.006960116675617075
0.63, 0.0007437912113940357
0.635, -0.005576257677769932
0.64, -0.011780193178883774
0.645, -0.017649541412680016
0.65, -0.022974902636693304
0.655, -0.02756343411243181
0.66, -0.031245836858397245
0.665, -0.033882593080922216
0.67, -0.03536922482265369
0.675, -0.035640376544793476
0.68, -0.03467256390557624
0.685, -0.03248547658131477
0.6900000000000001, -0.029141773035807582
0.6950000000000001, -0.024745357941521728
0.7000000000000001, -0.019438186639128118
0.705, -0.013395693688073779
0.71, -0.00682099232486278
0.715, 6.196329240677211e-05
0.72, 0.007016022464755997
0.725, 0.013799027451103308
0.73, 0.02017226462598238
0.735, 0.02590888171917926
0.74, 0.030801973801741534
0.745, 0.03467204944517611
0.75, 0.03737360755258127
0.755, 0.03880058416197662
0.76, 0.03889046612195617
0.765, 0.03762691368554866
0.77, 0.03504078522795103
0.775, 0.031209512708398814
0.78, 0.02625483423993959
0.785, 0.02033894817774708
0.79, 0.013659209432871489
0.795, 0.006441541254319566
0.8, -0.001067217395421721
0.805, -0.008607769227002604
0.81, -0.01591733043470162
0.8150000000000001, -0.022738805886075616
0.8200000000000001, -0.028829846744688935
0.8250000000000001, -0.03397147092514676
0.8300000000000001, -0.03797593941843577
0.835, -0.04069360510503035
0.84, -0.04201848445030207
0.845, -0.041892345341434906
0.85, -0.040307154836752665
0.855, -0.037305787034538726
0.86, -0.03298095168333818
0.865, -0.0274723664476932
0.87, -0.020962257727885153
0.875, -0.01366933441916597
0.88, -0.00584143386628936
0.885, 0.002252912448935553
0.89, 0.010333706009790682
0.895, 0.018119183554416315
0.9, 0.02533565777778752
0.905, 0.03172715220702756
0.91, 0.03706449060814998
0.915, 0.0411535178670973
0.92, 0.04384215736431807
0.925, 0.04502604852481699
0.93, 0.044652556189397875
0.935, 0.04272299909526802
0.9400000000000001, 0.0392930061706163
0.9450000000000001, 0.03447097441662032
0.9500000000000001, 0.0284146686064675
0.9550000000000001, 0.021326068544740718
0.96, 0.013444631889508365
0.965, 0.005039197330198565
0.97, -0.003601197798955407
0.975, -0.012177271392559216
0.98, -0.020389878618911547
0.985, -0.02795046144137313
0.99, -0.03459120009283543
0.995, -0.04007450895430252
1.0, -0.04420153987019889
1.0050000000000001, -0.046819388480828554
1.01, -0.04782674260027347
1.0150000000000001, -0.04717776455945448
1.02, -0.04488405997115951
1.025, -0.0410146514784006
1.03, -0.03569394543252684
1.035, -0.02909774969657173
1.04, -0.02144746942055046
1.045, -0.013002672268136384
1.05, -0.004052272894158848
1.055, 0.005095363606497523
1.06, 0.014123059839288465
1.065, 0.022715838339888907
1.07, 0.030571925046274772
1.075, 0.03741335914572165
1.08, 0.04299583588676332
1.085, 0.047117433558205885
1.09, 0.04962591281762162
1.095, 0.050424324675079936
1.1, 0.0494747210807142
1.105, 0.04679982726016736
1.11, 0.042482605446903215
1.115, 0.036663713032785074
1.12, 0.0295369318419584
1.125, 0.021342716646613493
1.1300000000000001, 0.012360077670797371
1.135, 0.0028970713084040083
